Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2023-07-24,0.57,Data N/A,1.65,0.68,2.83,0.38,3.74,10.66,3.86,11.21,11.19
2023-07-25,0.56,Data N/A,1.65,0.88,2.63,0.52,4.27,8.76,6.76,9.43,11.20
2023-07-26,0.56,Data N/A,1.65,0.93,2.58,0.45,3.66,9.32,6.70,8.93,11.24
2023-07-27,0.68,Data N/A,1.65,0.80,2.71,0.41,4.05,7.22,5.97,6.92,16.98
2023-07-28,0.70,Data N/A,1.65,0.72,2.79,0.47,2.76,7.90,4.75,7.93,17.71
2023-07-29,0.71,Data N/A,1.65,0.35,3.16,0.46,2.17,7.67,6.46,9.01,13.04
2023-07-30,0.69,Data N/A,1.65,0.42,3.09,0.50,2.46,7.49,3.30,8.40,12.74
2023-07-31,0.66,Data N/A,1.65,0.38,3.13,0.36,2.92,7.88,6.00,10.99,12.90
2023-08-01,0.63,Data N/A,1.65,0.21,3.56,0.48,3.18,6.14,5.84,6.21,13.00
2023-08-02,0.65,Data N/A,1.65,0.50,3.28,0.50,3.11,7.86,6.31,11.12,12.93
2023-08-03,0.71,Data N/A,1.65,0.42,3.35,0.38,3.92,7.78,6.24,11.63,12.88
2023-08-04,0.70,Data N/A,1.65,0.37,3.41,0.49,3.08,7.94,6.41,12.33,12.76
2023-08-05,0.67,Data N/A,1.65,0.32,3.45,1.29,2.10,8.54,6.35,14.07,8.07
2023-08-06,0.70,Data N/A,1.65,0.43,3.34,0.52,2.58,7.52,3.17,13.67,7.96
2023-08-07,0.68,Data N/A,1.65,0.35,3.42,0.51,2.91,8.84,6.35,12.70,10.79
2023-08-08,0.65,Data N/A,1.65,0.24,3.53,0.47,3.71,12.65,6.49,13.43,6.67
2023-08-09,0.65,Data N/A,1.65,0.36,3.41,0.47,2.36,13.46,6.79,14.05,6.53
2023-08-10,0.68,Data N/A,1.65,0.40,3.37,0.46,1.11,12.99,6.81,14.19,6.51
2023-08-11,0.65,Data N/A,1.65,0.37,3.40,0.43,1.48,13.06,6.74,14.67,6.48
2023-08-12,0.67,Data N/A,1.65,0.48,3.29,0.46,2.34,7.94,6.65,14.52,6.47
2023-08-13,0.70,Data N/A,1.65,0.31,3.46,0.47,3.00,8.09,3.20,13.60,6.49
2023-08-14,0.62,Data N/A,1.65,0.19,3.58,0.46,4.10,10.57,6.06,14.00,6.49
2023-08-15,0.68,Data N/A,1.65,0.23,3.54,0.48,4.22,11.68,6.44,13.56,6.44
2023-08-16,0.70,Data N/A,1.65,0.31,3.46,0.49,4.27,7.73,6.37,13.82,10.45
2023-08-17,0.72,Data N/A,1.65,0.28,3.49,0.25,4.32,7.62,6.14,11.95,12.99
2023-08-18,0.58,Data N/A,1.65,0.23,3.54,0.50,4.15,7.34,6.16,11.81,12.98
2023-08-19,0.62,Data N/A,1.65,0.14,3.63,0.50,4.42,5.96,5.31,10.13,13.00
2023-08-20,0.69,Data N/A,1.65,0.16,3.61,0.50,2.86,5.77,3.00,10.97,12.68
2023-08-21,0.70,Data N/A,1.65,0.20,3.57,0.50,2.38,8.92,5.68,13.08,12.92
2023-08-22,0.67,Data N/A,1.65,0.17,3.60,0.27,3.25,8.08,6.77,13.33,12.88
2023-08-23,0.62,Data N/A,1.65,0.18,3.59,0.44,3.28,7.73,6.86,12.88,13.00
2023-08-24,0.71,Data N/A,1.65,0.19,3.58,0.47,4.00,7.17,6.82,12.56,13.02
2023-08-25,0.73,Data N/A,1.65,0.20,3.57,0.43,4.12,6.56,6.80,12.62,13.01
2023-08-26,0.70,Data N/A,1.65,0.16,3.61,0.47,3.79,5.31,6.75,10.96,13.02
2023-08-27,0.71,Data N/A,1.65,0.18,3.59,0.44,3.67,5.12,3.78,10.69,12.30
2023-08-28,0.69,Data N/A,1.65,0.21,3.56,0.43,4.29,6.26,6.54,12.75,12.99
2023-08-29,0.63,Data N/A,1.65,0.43,3.34,0.36,4.76,5.44,6.84,11.55,12.99
2023-08-30,0.55,Data N/A,1.65,0.58,3.19,0.38,2.14,5.89,5.87,7.04,12.99
2023-08-31,0.55,Data N/A,1.65,0.27,3.50,0.26,2.62,6.34,6.85,11.50,13.01
2023-09-01,0.58,Data N/A,1.66,0.40,3.24,0.37,4.00,5.44,6.28,9.87,13.02
2023-09-02,0.56,Data N/A,1.66,1.00,2.65,0.39,4.44,5.96,5.27,6.17,12.69
2023-09-03,0.55,Data N/A,1.66,1.51,2.13,0.38,4.77,7.35,0.44,5.49,11.74
2023-09-04,0.52,Data N/A,1.66,1.57,2.07,0.36,4.52,10.75,2.55,5.70,11.28
2023-09-05,0.55,Data N/A,1.66,1.67,1.98,0.34,4.52,7.82,4.32,6.86,12.55
2023-09-06,0.47,Data N/A,1.66,2.03,1.61,0.12,4.67,8.90,3.59,6.84,12.52
2023-09-07,0.44,Data N/A,1.66,2.02,1.62,0.34,4.83,7.46,3.95,6.81,12.51
2023-09-08,0.64,Data N/A,1.66,1.96,1.69,0.36,4.83,7.75,3.12,6.03,12.29
2023-09-09,0.62,Data N/A,1.66,1.56,2.09,0.41,4.93,8.45,1.86,6.10,11.73
2023-09-10,0.60,Data N/A,1.66,1.52,2.12,0.45,4.92,7.04,1.29,5.94,10.82
2023-09-11,0.61,Data N/A,1.66,1.51,2.13,0.44,4.65,8.50,4.89,6.69,11.11
2023-09-12,0.67,Data N/A,1.66,1.23,2.41,0.48,4.31,10.56,4.19,7.36,10.64
2023-09-13,0.56,Data N/A,1.66,1.16,2.48,0.44,4.15,9.52,4.33,8.69,11.20
2023-09-14,0.49,Data N/A,1.66,1.58,2.06,0.18,4.45,9.06,4.35,8.39,11.27
2023-09-15,0.57,Data N/A,1.66,1.65,1.99,0.43,4.07,8.64,3.99,8.00,11.20
2023-09-16,0.64,Data N/A,1.66,1.31,2.34,0.44,3.85,8.81,2.62,7.33,11.24
2023-09-17,0.52,Data N/A,1.66,1.03,2.61,0.39,3.64,7.50,1.79,6.95,11.27
2023-09-18,0.49,Data N/A,1.66,1.13,2.51,0.49,3.68,8.98,4.46,8.01,11.11
2023-09-19,0.52,Data N/A,1.66,1.25,2.39,0.47,3.76,9.20,4.10,7.92,11.31
2023-09-20,0.61,Data N/A,1.66,1.38,2.26,0.42,2.94,9.63,4.48,7.54,11.10
2023-09-21,0.69,Data N/A,1.66,1.04,2.60,0.40,3.33,11.36,5.28,8.32,9.49
2023-09-22,0.61,Data N/A,1.66,1.06,2.58,0.35,3.73,9.60,5.85,8.11,9.55
2023-09-23,0.65,Data N/A,1.66,1.07,2.57,0.48,4.21,8.41,4.05,7.75,9.58
2023-09-24,0.69,Data N/A,1.66,1.01,2.63,0.47,4.17,8.16,1.17,7.04,10.28
2023-09-25,0.69,Data N/A,1.66,0.81,2.83,0.42,3.43,10.41,5.16,8.04,11.26
2023-09-26,0.61,Data N/A,1.66,1.08,2.56,0.43,4.42,9.74,5.43,8.18,11.31
2023-09-27,0.54,Data N/A,1.66,1.50,2.14,0.48,4.59,9.28,4.78,7.60,11.28
2023-09-28,0.53,Data N/A,1.66,1.72,1.92,0.47,4.70,10.77,0.32,5.55,9.79
2023-09-29,0.53,Data N/A,1.66,1.84,1.81,0.37,4.67,9.12,0.00,4.21,8.96
2023-09-30,0.53,Data N/A,1.66,1.90,1.74,0.42,4.45,12.42,0.78,0.91,10.63
2023-10-01,0.51,Data N/A,1.93,1.99,2.88,0.37,4.56,12.58,0.00,0.02,10.47
2023-10-02,0.47,Data N/A,1.93,2.03,2.83,0.19,4.52,11.57,0.64,5.43,11.98
2023-10-03,0.53,Data N/A,1.93,1.90,2.96,0.17,4.36,11.97,0.06,6.47,12.08
2023-10-04,0.56,Data N/A,1.93,1.86,3.00,0.29,4.27,12.38,0.04,6.48,12.28
2023-10-05,0.62,Data N/A,1.93,1.90,2.96,0.24,4.05,12.66,0.08,6.55,12.14
2023-10-06,0.54,Data N/A,1.93,1.80,3.06,0.24,3.59,13.58,0.18,6.49,12.27
2023-10-07,0.59,Data N/A,1.93,1.94,2.93,0.28,2.29,13.84,0.08,3.80,12.50
2023-10-08,0.56,Data N/A,1.93,1.81,3.05,0.28,2.00,13.32,0.00,1.71,11.53
2023-10-09,0.60,Data N/A,1.93,1.62,3.24,0.33,1.29,15.08,2.91,3.62,12.70
2023-10-10,0.53,Data N/A,1.93,1.58,3.28,0.32,1.13,15.24,3.82,3.45,12.88
2023-10-11,0.57,Data N/A,1.93,1.63,3.23,0.24,2.58,14.78,3.28,3.10,12.43
2023-10-12,0.59,Data N/A,1.93,1.74,3.12,0.23,2.19,16.55,2.16,2.47,11.93
2023-10-13,0.51,Data N/A,1.93,1.96,2.90,0.21,0.90,19.04,0.74,2.12,12.44
2023-10-14,0.67,Data N/A,1.93,1.90,2.96,0.17,0.57,17.90,0.39,0.92,12.41
2023-10-15,0.58,Data N/A,1.93,2.03,2.83,0.23,1.51,16.39,0.00,0.00,9.58
2023-10-16,0.69,Data N/A,1.93,1.81,3.05,0.31,1.03,20.08,0.76,0.57,11.74
2023-10-17,0.53,Data N/A,1.93,1.96,2.90,0.30,0.31,21.07,0.83,1.07,12.29
2023-10-18,0.42,Data N/A,1.93,2.13,2.73,0.31,0.17,21.27,0.65,1.30,11.86
2023-10-19,0.50,Data N/A,1.93,2.26,2.60,0.23,0.11,21.08,0.58,0.80,11.93
2023-10-20,0.61,Data N/A,1.93,2.05,2.81,0.31,0.38,21.15,0.00,0.52,11.70
2023-10-21,0.62,Data N/A,1.93,1.96,2.90,0.36,0.16,20.61,0.03,0.26,10.26
2023-10-22,0.58,Data N/A,1.93,2.01,2.85,0.35,0.16,17.65,0.00,0.05,9.71
2023-10-23,0.56,Data N/A,1.93,2.14,2.72,0.10,0.72,21.48,0.22,0.41,10.89
2023-10-24,0.62,Data N/A,1.93,2.03,2.83,0.27,0.49,22.61,0.36,0.40,10.99
2023-10-25,0.64,Data N/A,1.93,2.14,2.72,0.32,0.17,22.68,0.39,0.56,11.21
2023-10-26,0.69,Data N/A,1.93,1.96,2.90,0.29,0.30,22.35,0.40,0.41,11.60
2023-10-27,0.65,Data N/A,1.93,1.79,3.07,0.41,0.30,22.86,0.21,0.37,11.09
2023-10-28,0.47,Data N/A,1.93,0.00,2.89,0.37,0.16,18.13,0.00,0.00,9.90
2023-10-29,0.64,Data N/A,1.93,2.16,2.71,0.35,0.33,15.98,0.00,0.01,9.56
2023-10-30,0.58,Data N/A,1.93,1.84,3.03,0.35,0.33,20.50,0.42,0.50,11.35
2023-10-31,0.62,Data N/A,1.93,1.87,2.99,0.36,0.87,22.08,0.00,0.21,10.76
2023-11-01,0.58,Data N/A,1.64,2.87,2.00,0.27,0.31,22.82,0.00,0.35,10.58
2023-11-02,0.54,Data N/A,1.64,2.35,2.52,0.25,0.17,23.24,0.15,0.51,10.48
2023-11-03,0.52,Data N/A,1.64,2.32,2.55,0.24,0.31,24.05,0.00,0.29,10.24
2023-11-04,0.57,Data N/A,1.64,2.27,2.60,0.26,0.39,21.85,0.00,0.00,8.10
2023-11-05,0.57,Data N/A,1.64,2.26,2.61,0.30,0.14,19.01,0.00,0.00,7.72
2023-11-06,0.56,Data N/A,1.64,2.36,2.51,0.29,0.32,22.39,0.14,0.26,9.63
2023-11-07,0.57,Data N/A,1.64,2.40,2.47,0.29,0.41,23.38,0.00,0.24,9.39
2023-11-08,0.55,Data N/A,1.64,2.34,2.53,0.19,0.18,24.39,0.21,0.32,9.14
2023-11-09,0.43,Data N/A,1.64,2.54,2.33,0.26,0.17,24.54,0.34,0.34,9.03
2023-11-10,0.65,Data N/A,1.64,2.55,2.32,0.32,0.26,23.56,0.03,0.34,8.69
2023-11-11,0.62,Data N/A,1.64,2.44,2.43,0.30,1.02,21.39,0.00,0.00,8.30
2023-11-12,0.45,Data N/A,1.64,2.45,2.42,0.30,1.61,17.99,0.00,0.00,7.53
2023-11-13,0.47,Data N/A,1.64,2.53,2.34,0.30,1.01,23.33,0.05,0.36,8.76
2023-11-14,0.50,Data N/A,1.64,3.34,1.53,0.29,2.37,24.08,0.02,0.17,8.77
2023-11-15,0.55,Data N/A,1.64,3.41,1.46,0.28,1.33,24.89,0.26,0.42,8.62
2023-11-16,0.57,Data N/A,1.64,3.15,1.72,0.25,0.54,24.88,0.43,0.62,9.40
2023-11-17,0.61,Data N/A,1.64,3.32,1.55,0.34,0.46,22.63,0.05,0.32,12.42
2023-11-18,0.63,Data N/A,1.64,3.40,1.47,0.34,0.22,25.20,0.47,0.44,5.75
2023-11-19,0.50,Data N/A,1.64,3.71,1.16,0.35,0.43,22.20,0.07,0.21,4.96
2023-11-20,0.57,Data N/A,1.64,3.75,1.12,0.36,0.65,24.95,1.20,0.56,5.61
2023-11-21,0.53,Data N/A,1.64,3.55,1.33,0.36,0.13,26.72,1.57,0.87,6.03
2023-11-22,0.51,Data N/A,1.64,3.75,1.12,0.34,0.17,27.00,1.25,0.67,5.92
2023-11-23,0.62,Data N/A,1.64,3.97,0.90,0.34,0.26,27.06,1.10,0.46,5.84
2023-11-24,0.57,Data N/A,1.64,3.85,1.02,0.36,0.57,26.76,1.21,0.48,5.83
2023-11-25,0.62,Data N/A,1.64,3.71,1.16,0.34,0.69,25.30,0.39,0.23,5.08
2023-11-26,0.59,Data N/A,1.64,3.59,1.28,0.32,1.16,20.73,0.00,0.00,4.92
2023-11-27,0.49,Data N/A,1.64,3.59,1.28,0.44,1.31,26.33,0.81,0.54,5.65
2023-11-28,0.46,Data N/A,1.64,3.65,1.22,0.44,0.69,27.43,1.70,0.51,5.85
2023-11-29,0.59,Data N/A,1.64,3.78,1.09,0.36,1.11,27.11,0.78,0.37,5.92
2023-11-30,0.44,Data N/A,1.64,3.62,1.25,0.28,0.67,26.85,1.14,0.58,5.91
2023-12-01,0.46,Data N/A,1.54,3.64,0.00,0.41,1.03,26.50,1.14,0.44,5.72
2023-12-02,0.44,Data N/A,1.54,3.31,0.26,0.38,1.47,25.55,0.22,0.40,4.83
2023-12-03,0.52,Data N/A,1.54,3.50,0.07,0.40,0.90,22.89,0.00,0.18,4.44
2023-12-04,0.44,Data N/A,1.54,4.39,0.00,0.41,1.77,25.37,0.61,0.65,5.46
2023-12-05,0.56,Data N/A,1.54,3.49,0.08,0.45,2.49,25.47,0.90,0.43,5.01
2023-12-06,0.60,Data N/A,1.54,3.51,0.06,0.40,1.27,26.85,1.05,0.78,5.59
2023-12-07,0.60,Data N/A,1.54,3.39,0.18,0.47,0.16,27.69,1.20,0.83,5.77
2023-12-08,0.57,Data N/A,1.54,3.72,0.00,0.41,0.15,27.58,1.19,0.81,5.82
2023-12-09,0.51,Data N/A,1.54,3.04,0.53,0.31,0.16,21.19,0.12,0.30,2.89
2023-12-10,0.51,Data N/A,1.54,3.74,0.00,0.27,0.87,24.90,0.76,1.43,0.00
2023-12-11,0.56,Data N/A,1.54,3.77,0.00,0.38,1.35,26.53,1.04,1.79,3.08
2023-12-12,0.46,Data N/A,1.54,3.68,0.00,0.40,1.50,24.99,1.34,1.34,6.11
2023-12-13,0.57,Data N/A,1.54,3.60,0.00,0.36,2.13,24.32,1.27,0.73,6.13
2023-12-14,0.42,Data N/A,1.54,3.69,0.00,0.38,2.66,24.94,1.39,1.09,5.84
2023-12-15,0.42,Data N/A,1.54,3.52,0.05,0.31,1.99,24.87,1.48,1.01,5.99
2023-12-16,0.42,Data N/A,1.54,3.74,0.00,0.41,1.65,24.28,0.78,0.85,4.40
2023-12-17,0.57,Data N/A,1.54,3.87,0.00,0.41,2.50,19.55,0.00,1.01,4.15
2023-12-18,0.47,Data N/A,1.54,4.03,0.00,0.40,1.61,24.39,1.27,0.76,5.76
2023-12-19,0.51,Data N/A,1.54,4.07,0.00,0.23,1.38,25.38,1.42,0.88,5.78
2023-12-20,0.55,Data N/A,1.54,3.93,0.00,0.43,1.55,25.74,1.38,1.51,5.43
2023-12-21,0.56,Data N/A,1.54,3.62,0.00,0.47,1.17,25.25,2.73,0.49,5.73
2023-12-22,0.60,Data N/A,1.54,3.30,0.27,0.37,1.92,24.56,2.12,0.80,6.07
2023-12-23,0.63,Data N/A,1.54,3.55,0.02,0.32,1.65,23.34,1.30,0.42,5.73
2023-12-24,0.61,Data N/A,1.54,3.55,0.02,0.37,2.24,22.08,0.61,0.00,4.68
2023-12-25,0.62,Data N/A,1.54,3.48,0.09,0.39,1.67,20.67,0.09,0.12,5.10
2023-12-26,0.60,Data N/A,1.54,3.22,0.35,0.38,2.88,18.90,0.00,0.21,5.19
2023-12-27,0.52,Data N/A,1.54,3.21,0.36,0.26,3.22,24.37,1.81,0.45,5.32
2023-12-28,0.36,Data N/A,1.54,3.07,0.50,0.36,2.44,26.66,1.96,1.06,5.75
2023-12-29,0.43,Data N/A,1.54,3.02,0.55,0.33,1.85,25.90,2.06,0.97,6.03
2023-12-30,0.47,Data N/A,1.54,2.98,0.59,0.40,2.42,24.39,1.11,0.00,5.67
2023-12-31,0.50,Data N/A,1.54,3.02,0.55,0.17,2.25,22.16,0.46,0.27,5.30
2024-01-01,0.43,Data N/A,1.65,3.13,0.90,0.27,1.57,23.91,0.22,0.06,5.33
2024-01-02,0.45,Data N/A,1.65,3.55,1.02,0.24,1.58,25.28,0.84,0.52,5.81
2024-01-03,0.63,Data N/A,1.65,3.20,0.87,0.13,1.16,25.76,2.08,1.14,6.14
2024-01-04,0.60,Data N/A,1.65,3.23,0.89,0.25,0.70,26.41,2.53,1.39,6.25
2024-01-05,0.57,Data N/A,1.65,3.65,1.00,0.37,0.72,26.99,1.90,1.16,6.35
2024-01-06,0.61,Data N/A,1.65,3.40,0.93,0.47,0.73,26.47,0.92,0.42,5.48
2024-01-07,0.56,Data N/A,1.65,3.09,0.85,0.42,0.88,22.76,0.00,0.22,5.22
2024-01-08,0.39,Data N/A,1.65,4.04,1.11,0.24,0.48,26.42,2.88,0.91,5.90
2024-01-09,0.41,Data N/A,1.65,4.23,1.16,0.39,1.67,25.79,1.92,0.86,6.07
2024-01-10,0.36,Data N/A,1.65,3.59,0.99,0.40,2.27,26.17,1.97,0.78,6.08
2024-01-11,0.51,Data N/A,1.65,3.74,1.03,0.28,2.41,25.46,1.16,1.01,6.01
2024-01-12,0.63,Data N/A,1.65,3.37,0.85,0.40,2.04,25.45,1.39,0.83,6.09
2024-01-13,0.66,Data N/A,1.65,3.31,0.84,0.43,1.26,24.53,1.23,0.58,5.75
2024-01-14,0.63,Data N/A,1.65,3.18,0.80,0.18,1.10,21.68,0.61,0.31,5.39
2024-01-15,0.61,Data N/A,1.65,3.00,0.76,0.37,1.19,20.37,1.21,0.20,5.22
2024-01-16,0.64,Data N/A,1.65,3.06,0.77,0.33,0.54,23.16,3.26,1.13,6.08
2024-01-17,0.65,Data N/A,1.65,2.95,0.75,0.25,0.54,23.58,4.02,2.14,6.54
2024-01-18,0.57,Data N/A,1.65,2.85,0.72,0.37,1.02,22.71,3.89,4.13,6.52
2024-01-19,0.48,Data N/A,1.65,3.13,0.79,0.41,1.30,18.22,8.11,4.36,6.51
2024-01-20,0.57,Data N/A,1.65,3.05,0.77,0.42,0.97,17.94,2.33,3.29,10.62
2024-01-21,0.72,Data N/A,1.65,3.31,0.84,0.47,0.82,16.74,0.00,0.29,12.47
2024-01-22,0.73,Data N/A,1.65,2.74,0.69,0.45,1.08,19.43,0.00,1.26,17.10
2024-01-23,0.75,Data N/A,1.65,2.69,0.57,0.39,0.99,15.76,0.00,3.39,19.56
2024-01-24,0.80,Data N/A,1.65,2.63,0.56,0.45,0.47,14.42,0.13,3.96,19.50
2024-01-25,0.83,Data N/A,1.65,2.47,0.53,0.41,0.80,9.71,0.00,1.96,18.87
2024-01-26,0.69,Data N/A,1.65,2.39,0.51,0.46,1.47,12.39,0.00,3.78,19.46
2024-01-27,0.70,Data N/A,1.65,1.93,0.41,0.37,1.66,11.50,0.00,3.27,19.47
2024-01-28,0.65,Data N/A,1.65,2.43,0.52,0.41,2.27,10.75,0.00,3.33,16.24
2024-01-29,0.52,Data N/A,1.65,2.54,0.54,0.29,2.45,13.09,1.32,3.52,19.22
2024-01-30,0.53,Data N/A,1.65,2.18,0.46,0.43,1.61,13.43,1.78,3.74,19.30
2024-01-31,0.54,Data N/A,1.65,2.98,0.64,0.30,0.71,15.09,0.00,3.55,19.36
2024-02-01,0.59,Data N/A,1.47,3.19,0.68,0.43,0.43,14.71,0.00,3.49,19.42
2024-02-02,0.78,Data N/A,1.47,3.33,0.71,0.49,0.64,14.62,0.00,3.09,18.95
2024-02-03,0.83,Data N/A,1.47,3.07,0.65,0.47,1.16,13.05,0.00,2.65,18.04
2024-02-04,0.56,Data N/A,1.47,3.06,0.65,0.42,1.66,7.71,0.00,1.67,18.39
2024-02-05,0.62,Data N/A,1.47,2.76,0.59,0.50,1.71,10.68,1.56,3.52,18.87
2024-02-06,0.86,Data N/A,1.47,2.70,0.58,0.44,1.65,12.10,1.66,3.76,19.30
2024-02-07,0.79,Data N/A,1.47,2.47,0.53,0.44,1.16,11.66,2.91,4.28,19.46
2024-02-08,0.77,Data N/A,1.47,2.23,0.48,0.45,1.05,11.14,3.50,4.09,19.43
2024-02-09,0.67,Data N/A,1.47,2.21,0.47,0.32,1.46,10.74,3.27,4.07,19.45
2024-02-10,0.59,Data N/A,1.47,2.07,0.44,0.45,1.57,10.92,1.11,3.43,19.38
2024-02-11,0.80,Data N/A,1.47,1.91,0.41,0.40,2.04,9.78,0.53,1.66,18.37
2024-02-12,0.72,Data N/A,1.47,2.02,0.43,0.46,2.08,10.46,4.47,3.41,19.41
2024-02-13,0.67,Data N/A,1.47,1.94,0.41,0.42,2.06,9.63,6.76,3.34,19.47
2024-02-14,0.61,Data N/A,1.47,2.04,0.44,0.43,2.71,9.55,6.96,3.09,19.48
2024-02-15,0.59,Data N/A,1.47,2.08,0.44,0.47,2.04,9.65,7.48,3.17,19.48
2024-02-16,0.60,Data N/A,1.47,2.02,0.43,0.47,2.07,9.76,6.58,3.17,19.47
2024-02-17,0.66,Data N/A,1.47,2.00,0.43,0.45,1.78,10.11,3.60,3.19,19.48
2024-02-18,0.88,Data N/A,1.47,1.83,0.39,0.41,1.35,10.14,1.58,2.69,17.74
2024-02-19,0.80,Data N/A,1.47,1.59,0.34,0.39,1.31,10.71,5.96,3.63,19.46
2024-02-20,0.72,Data N/A,1.47,1.69,0.36,0.43,1.14,10.37,7.26,3.91,19.52
2024-02-21,0.61,Data N/A,1.47,1.38,0.30,0.30,0.57,12.76,6.10,4.13,19.50
2024-02-22,0.69,Data N/A,1.47,1.77,0.38,0.40,0.28,11.74,7.25,4.03,19.53
2024-02-23,0.74,Data N/A,1.47,1.66,0.36,0.41,0.29,6.79,6.61,3.21,18.34
2024-02-24,0.78,Data N/A,1.47,1.90,0.41,0.40,0.56,8.43,6.86,3.05,19.20
2024-02-25,0.83,Data N/A,1.47,1.53,0.33,0.39,1.46,7.29,3.52,3.22,18.95
2024-02-26,0.70,Data N/A,1.47,1.36,0.29,0.27,2.34,10.21,6.61,3.99,19.45
2024-02-27,0.64,Data N/A,1.47,0.76,0.16,0.18,1.49,12.92,6.20,3.58,19.53
2024-02-28,0.66,Data N/A,1.47,1.12,0.24,0.34,1.93,9.86,7.63,4.84,19.56
2024-02-29,0.72,Data N/A,1.47,1.46,0.31,0.30,1.72,9.52,7.09,5.75,19.51
2024-03-01,0.71,Data N/A,1.67,1.48,0.32,0.38,1.50,10.47,6.47,5.72,19.49
2024-03-02,0.79,Data N/A,1.67,1.26,0.27,0.39,0.78,8.46,6.21,5.47,19.54
2024-03-03,0.82,Data N/A,1.67,1.24,0.26,0.38,0.95,9.32,1.68,6.64,17.74
2024-03-04,0.89,Data N/A,1.67,1.16,0.25,0.34,0.71,11.05,4.24,7.08,19.46
2024-03-05,0.91,Data N/A,1.67,0.82,0.17,0.39,0.86,10.54,5.79,6.99,19.48
2024-03-06,0.63,Data N/A,1.67,1.20,0.26,0.41,0.27,11.59,5.68,7.71,19.44
2024-03-07,0.71,Data N/A,1.67,1.32,0.28,0.37,0.44,11.37,5.69,7.43,19.49
2024-03-08,0.84,Data N/A,1.67,1.31,0.28,0.37,0.26,11.43,4.28,7.78,19.48
2024-03-09,0.85,Data N/A,1.67,1.24,0.26,0.37,0.43,9.39,5.61,5.09,19.45
2024-03-10,0.94,Data N/A,1.67,1.10,0.23,0.38,0.75,8.21,3.26,6.34,17.37
2024-03-11,0.90,Data N/A,1.67,1.00,0.21,0.43,1.23,12.28,3.17,7.43,19.44
2024-03-12,0.90,Data N/A,1.67,0.98,0.21,0.38,0.67,12.11,3.78,9.03,19.48
2024-03-13,0.91,Data N/A,1.67,1.08,0.23,0.38,0.35,11.88,5.60,8.08,19.51
2024-03-14,0.86,Data N/A,1.67,1.09,0.23,0.41,0.21,11.33,6.29,7.87,19.50
2024-03-15,0.85,Data N/A,1.67,1.09,0.23,0.36,0.46,11.37,6.47,7.60,19.48
2024-03-16,0.92,Data N/A,1.67,1.00,0.21,0.37,0.66,9.38,6.42,7.84,18.14
2024-03-17,0.99,Data N/A,1.67,1.03,0.22,0.37,0.84,8.07,2.51,7.10,19.48
2024-03-18,0.94,Data N/A,1.67,0.99,0.21,0.35,0.92,11.38,5.60,7.37,19.53
2024-03-19,0.87,Data N/A,1.67,0.97,0.21,0.41,0.60,12.59,5.49,7.81,19.53
2024-03-20,0.92,Data N/A,1.67,0.93,0.20,0.36,0.80,11.79,6.50,7.79,19.51
2024-03-21,0.49,Data N/A,1.67,1.02,0.22,0.25,0.72,13.13,6.37,7.63,19.52
2024-03-22,0.49,Data N/A,1.67,1.37,0.29,0.22,0.83,10.33,6.44,7.55,19.54
2024-03-23,0.76,Data N/A,1.67,1.42,0.30,0.25,0.79,7.64,6.27,5.78,19.53
2024-03-24,0.66,Data N/A,1.67,1.66,0.35,0.18,0.94,7.66,3.21,5.89,17.70
2024-03-25,0.80,Data N/A,1.67,1.22,0.26,0.21,1.00,10.39,5.27,6.65,19.53
2024-03-26,0.78,Data N/A,1.67,1.37,0.29,0.29,0.84,11.27,6.45,7.30,19.73
2024-03-27,0.64,Data N/A,1.67,1.68,0.36,0.43,0.38,11.18,6.47,7.66,19.70
2024-03-28,0.77,Data N/A,1.67,1.29,0.28,0.29,0.66,10.38,6.48,7.58,18.66
2024-03-29,0.82,Data N/A,1.67,1.12,0.24,0.38,0.61,10.18,6.39,6.69,19.56
2024-03-30,0.82,Data N/A,1.67,0.92,0.20,0.39,0.55,9.57,6.36,6.64,19.02
2024-03-31,0.88,Data N/A,1.67,1.22,0.26,0.38,0.40,9.15,2.12,7.07,19.44
2024-04-01,0.88,Data N/A,2.08,1.59,0.34,0.37,0.34,11.18,5.30,7.65,19.51
2024-04-02,0.85,Data N/A,2.08,1.62,0.35,0.36,0.39,10.68,6.38,7.00,19.47
2024-04-03,0.67,Data N/A,2.08,1.72,0.37,0.33,0.39,11.91,6.27,7.03,19.39
2024-04-04,0.76,Data N/A,2.08,1.45,0.31,0.23,0.24,11.73,6.42,7.37,19.50
2024-04-05,0.72,Data N/A,2.08,1.60,0.34,0.23,0.30,12.06,6.36,7.35,19.47
2024-04-06,0.88,Data N/A,2.08,1.29,0.27,0.22,0.27,10.83,6.24,6.95,19.45
2024-04-07,0.83,Data N/A,2.08,1.18,0.25,0.40,0.37,10.74,3.17,6.36,19.44
