Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2024-04-08,0.78,Data N/A,2.08,1.22,0.26,0.42,0.34,13.66,6.27,6.44,19.39
2024-04-09,0.78,Data N/A,2.08,1.46,0.31,0.41,0.94,11.52,6.45,6.74,19.43
2024-04-10,0.74,Data N/A,2.08,1.23,0.26,0.38,1.18,9.17,6.35,6.10,19.40
2024-04-11,0.64,Data N/A,2.08,1.16,0.25,0.42,0.69,9.42,5.48,4.39,15.54
2024-04-12,0.45,Data N/A,2.08,1.58,0.34,0.43,0.84,11.86,2.37,3.39,12.71
2024-04-13,0.66,Data N/A,2.08,1.40,0.30,0.42,0.54,10.97,1.02,3.93,12.21
2024-04-14,0.74,Data N/A,2.08,1.36,0.29,0.47,1.13,8.80,1.99,3.14,11.75
2024-04-15,0.52,Data N/A,2.08,1.41,0.30,0.46,0.97,11.56,3.18,3.45,10.44
2024-04-16,0.77,Data N/A,2.08,1.44,0.31,0.47,0.42,11.50,3.11,3.79,13.44
2024-04-17,0.80,Data N/A,2.08,1.33,0.28,0.43,0.45,11.55,0.06,4.87,19.49
2024-04-18,0.83,Data N/A,2.08,1.53,0.33,0.42,0.72,12.52,0.00,7.54,19.38
2024-04-19,0.82,Data N/A,2.08,1.52,0.32,0.32,1.17,14.72,0.00,7.55,19.41
2024-04-20,0.81,Data N/A,2.08,1.12,0.24,0.41,1.29,13.21,0.00,7.70,19.43
2024-04-21,0.80,Data N/A,2.08,1.16,0.15,0.49,0.57,14.33,0.00,8.54,13.94
2024-04-22,0.78,Data N/A,2.08,1.61,0.21,0.36,0.32,18.70,0.00,11.64,13.00
2024-04-23,0.69,Data N/A,2.08,2.02,0.27,0.47,0.24,10.64,0.00,14.42,12.91
2024-04-24,0.80,Data N/A,2.08,2.05,0.27,0.50,0.26,16.43,0.00,13.74,12.91
2024-04-25,0.63,Data N/A,2.08,1.87,0.25,0.50,0.19,17.76,0.00,14.36,12.83
2024-04-26,0.67,Data N/A,2.08,1.62,0.22,0.46,0.39,18.38,0.00,14.48,12.91
2024-04-27,0.69,Data N/A,2.08,1.80,0.24,0.34,0.57,14.50,0.00,14.20,12.95
2024-04-28,0.77,Data N/A,2.08,2.37,0.32,0.28,0.34,11.56,0.00,11.82,12.85
2024-04-29,0.67,Data N/A,2.08,2.21,0.16,0.25,0.17,15.70,0.00,13.95,14.57
2024-04-30,0.73,Data N/A,2.08,2.44,0.18,0.17,0.73,12.09,0.00,10.62,19.53
2024-05-01,0.72,Data N/A,2.08,2.16,0.16,0.11,1.45,8.16,0.00,6.48,18.69
2024-05-02,0.74,Data N/A,2.08,1.81,0.13,0.27,2.03,12.54,0.00,11.01,19.47
2024-05-03,0.63,Data N/A,2.13,1.66,0.12,0.33,1.84,13.02,0.00,12.62,19.55
2024-05-04,0.73,Data N/A,2.13,1.63,0.12,0.34,1.47,10.38,0.00,13.37,19.49
2024-05-05,0.74,Data N/A,2.13,1.63,0.12,0.34,2.79,7.21,0.00,10.12,19.73
2024-05-06,0.78,Data N/A,2.13,1.62,0.12,0.36,2.49,12.42,0.00,12.32,19.18
2024-05-07,0.78,Data N/A,2.13,1.77,0.13,0.40,1.80,12.10,0.00,13.31,19.41
2024-05-08,0.62,Data N/A,2.13,1.98,0.14,0.39,0.41,12.49,0.00,13.56,19.45
2024-05-09,0.71,Data N/A,2.13,2.24,0.16,0.38,0.27,11.91,0.00,13.49,19.53
2024-05-10,0.59,Data N/A,2.13,1.37,0.10,0.34,0.25,11.26,0.00,13.09,19.41
2024-05-11,0.59,Data N/A,2.13,2.81,0.20,0.26,0.19,9.53,0.00,10.53,19.46
2024-05-12,0.57,Data N/A,2.13,3.63,0.26,0.43,0.20,7.23,0.00,7.04,19.40
2024-05-13,0.59,Data N/A,2.13,3.82,0.28,0.43,0.18,11.77,0.00,7.98,19.31
2024-05-14,0.67,Data N/A,2.13,3.94,0.29,0.48,0.28,11.51,0.00,8.61,19.15
2024-05-15,0.62,Data N/A,2.13,3.70,0.27,0.46,0.14,12.47,0.00,8.44,19.50
2024-05-16,0.51,Data N/A,2.13,2.34,0.17,0.28,0.21,12.45,0.32,8.99,19.39
2024-05-17,0.45,Data N/A,2.13,3.22,0.23,0.47,0.14,13.28,0.60,6.46,19.49
2024-05-18,0.54,Data N/A,2.13,2.80,0.20,0.46,0.63,13.16,0.38,4.93,18.32
2024-05-19,0.56,Data N/A,2.13,3.67,0.27,0.48,0.79,10.29,0.00,3.57,17.23
2024-05-20,0.51,Data N/A,2.13,3.80,0.28,0.46,1.08,12.27,0.46,5.09,17.36
2024-05-21,0.56,Data N/A,2.13,3.50,0.25,0.40,2.13,12.36,0.48,4.42,17.71
2024-05-22,0.57,Data N/A,2.13,3.27,0.24,0.42,4.62,11.90,0.65,2.92,15.58
2024-05-23,0.55,Data N/A,2.13,2.93,0.21,0.29,4.44,11.30,0.08,0.00,10.77
2024-05-24,0.54,Data N/A,2.13,3.68,0.27,0.37,4.56,13.16,0.00,0.00,9.08
2024-05-25,0.53,Data N/A,2.13,3.83,0.28,0.38,4.76,14.94,0.00,0.01,11.36
2024-05-26,0.58,Data N/A,2.13,4.19,0.30,0.33,4.76,15.66,0.00,0.02,9.40
2024-05-27,0.52,Data N/A,2.13,4.68,0.34,0.34,4.74,17.66,0.84,1.40,12.16
2024-05-28,0.62,Data N/A,2.13,4.96,0.36,0.30,3.89,18.48,1.32,2.06,12.08
2024-05-29,0.61,Data N/A,2.13,5.29,0.38,0.27,3.22,19.10,0.56,2.99,12.48
2024-05-30,0.64,Data N/A,2.13,5.14,0.37,0.29,3.00,19.11,2.20,2.43,12.55
2024-05-31,0.74,Data N/A,2.13,4.72,0.34,0.24,2.29,20.17,2.62,2.18,12.93
2024-06-01,0.53,Data N/A,2.32,3.25,0.23,0.19,2.06,20.76,0.30,1.46,12.92
2024-06-02,0.40,Data N/A,2.32,4.24,0.31,0.21,1.67,16.11,0.00,0.98,11.99
2024-06-03,0.63,Data N/A,2.32,4.61,0.33,0.20,2.85,17.07,1.50,1.37,12.16
2024-06-04,0.67,Data N/A,2.32,4.74,0.34,0.25,3.65,16.98,0.55,2.74,12.79
2024-06-05,0.59,Data N/A,2.32,4.78,0.35,0.32,4.14,18.23,1.00,2.52,12.02
2024-06-06,0.58,Data N/A,2.32,4.39,0.32,0.33,3.73,18.58,0.55,3.30,12.86
2024-06-07,0.47,Data N/A,2.32,4.66,0.29,0.34,4.17,16.25,0.00,1.32,17.42
2024-06-08,0.68,Data N/A,2.32,4.75,0.29,0.36,3.78,14.46,0.00,0.00,16.96
2024-06-09,0.59,Data N/A,2.32,4.66,0.29,0.33,4.41,12.90,0.00,0.00,13.84
2024-06-10,0.80,Data N/A,2.32,4.54,0.28,0.36,4.54,15.82,1.74,0.00,15.97
2024-06-11,0.76,Data N/A,2.32,4.13,0.25,0.30,4.63,16.24,1.73,0.38,17.19
2024-06-12,0.66,Data N/A,2.32,3.91,0.24,0.20,4.61,16.27,0.71,1.65,18.10
2024-06-13,0.67,Data N/A,2.32,3.65,0.22,0.19,4.14,15.69,0.83,2.47,18.15
2024-06-14,0.76,Data N/A,2.32,3.15,0.19,0.22,4.07,14.31,2.57,2.33,18.29
2024-06-15,0.75,Data N/A,2.32,3.30,0.20,0.30,4.38,12.69,0.74,2.54,18.77
2024-06-16,0.84,Data N/A,2.32,3.42,0.21,0.28,4.10,11.93,0.00,0.08,17.63
2024-06-17,0.87,Data N/A,2.32,2.96,0.18,0.25,4.17,15.13,0.00,1.59,19.21
2024-06-18,0.79,Data N/A,2.32,2.87,0.17,0.24,4.37,15.24,0.71,3.18,19.24
2024-06-19,0.60,Data N/A,2.32,3.11,0.19,0.20,4.65,14.69,0.58,2.77,19.28
2024-06-20,0.69,Data N/A,2.32,3.49,0.21,0.22,4.46,14.72,0.00,1.99,18.78
2024-06-21,0.79,Data N/A,2.32,4.00,0.24,0.27,4.18,10.95,0.00,0.00,13.11
2024-06-22,0.76,Data N/A,2.32,4.35,0.26,0.28,4.02,14.51,0.00,0.00,13.83
2024-06-23,0.66,Data N/A,2.32,4.30,0.26,0.38,4.42,13.46,0.00,0.00,13.02
2024-06-24,0.68,Data N/A,2.32,4.05,0.24,0.39,4.61,16.72,0.13,1.66,15.61
2024-06-25,0.53,Data N/A,2.32,4.52,0.27,0.36,4.47,15.59,1.96,2.11,14.62
2024-06-26,0.57,Data N/A,2.32,4.83,0.29,0.38,4.66,16.87,0.00,0.68,15.38
2024-06-27,0.65,Data N/A,2.32,4.86,0.29,0.34,4.64,18.10,0.00,0.45,14.99
2024-06-28,0.83,Data N/A,2.32,4.52,0.27,0.37,4.14,17.93,0.00,0.30,15.72
2024-06-29,0.87,Data N/A,2.32,4.06,0.24,0.36,4.12,17.06,0.00,0.35,15.03
2024-06-30,0.71,Data N/A,2.32,3.78,0.23,0.36,4.23,14.44,0.00,0.16,13.99
2024-07-01,0.69,Data N/A,2.32,3.09,0.19,0.34,4.02,16.63,0.59,2.72,16.62
2024-07-02,0.79,Data N/A,2.32,3.07,0.19,0.35,3.12,16.10,0.91,4.03,17.26
2024-07-03,0.82,Data N/A,2.17,3.16,0.19,0.41,4.02,15.37,1.21,3.73,17.93
2024-07-04,0.69,Data N/A,2.17,3.40,0.21,0.42,2.95,17.78,4.54,3.53,12.75
2024-07-05,0.53,Data N/A,2.17,3.73,0.23,0.47,4.15,16.72,2.93,3.46,12.79
2024-07-06,0.68,Data N/A,2.17,4.22,0.25,0.43,3.83,16.42,0.60,2.22,12.81
2024-07-07,0.54,Data N/A,2.17,4.01,0.24,0.42,3.81,14.42,0.55,1.71,11.74
2024-07-08,0.76,Data N/A,2.17,4.02,0.24,0.35,3.20,15.32,1.95,4.44,12.55
2024-07-09,0.77,Data N/A,2.17,3.42,0.21,0.28,3.25,16.09,0.94,6.97,12.74
2024-07-10,0.81,Data N/A,2.17,3.13,0.19,0.25,4.20,15.88,0.62,7.33,12.83
2024-07-11,0.84,Data N/A,2.17,2.87,0.17,0.27,3.33,16.31,1.27,8.28,12.68
2024-07-12,0.80,Data N/A,2.17,2.41,0.15,0.25,4.33,16.42,1.42,6.96,14.08
2024-07-13,0.55,Data N/A,2.17,3.75,0.23,0.26,3.48,14.39,0.24,3.06,17.74
2024-07-14,0.69,Data N/A,2.17,4.39,0.26,0.23,3.51,12.66,0.00,0.01,14.58
2024-07-15,0.57,Data N/A,2.17,3.79,0.23,0.23,4.54,15.42,0.42,1.38,17.75
2024-07-16,0.56,Data N/A,2.17,4.39,0.26,0.22,4.41,16.97,0.00,0.79,17.09
2024-07-17,0.58,Data N/A,2.17,4.33,0.26,0.28,4.91,18.68,0.00,0.22,15.72
2024-07-18,0.60,Data N/A,2.17,3.87,0.23,0.21,4.75,20.18,0.00,0.20,14.81
2024-07-19,0.74,Data N/A,2.17,3.88,0.23,0.39,5.01,18.87,0.00,0.42,15.14
2024-07-20,0.75,Data N/A,2.17,3.38,0.20,0.44,4.75,15.38,0.00,0.55,11.32
2024-07-21,0.84,Data N/A,2.17,3.21,0.19,0.47,4.30,14.13,0.00,1.74,11.38
2024-07-22,0.70,Data N/A,2.17,3.17,0.19,0.33,4.03,17.18,2.49,4.38,12.97
2024-07-23,0.69,Data N/A,2.17,3.05,0.18,0.36,4.33,17.34,3.15,3.50,12.92
2024-07-24,0.79,Data N/A,2.17,2.74,0.17,0.34,3.86,17.29,3.22,5.50,13.01
2024-07-25,0.76,Data N/A,2.17,2.60,0.16,0.19,4.15,15.98,3.20,6.76,13.07
2024-07-26,0.62,Data N/A,2.17,2.39,0.14,0.20,4.56,16.39,3.19,6.94,12.84
2024-07-27,0.66,Data N/A,2.17,0.94,0.06,0.17,2.21,15.96,3.18,5.95,13.03
2024-07-28,0.59,Data N/A,2.17,1.00,2.14,0.12,3.52,13.68,1.83,5.29,11.78
2024-07-29,0.54,Data N/A,2.17,1.57,3.47,0.13,4.01,15.37,2.68,5.33,12.94
2024-07-30,0.58,Data N/A,2.17,1.83,4.17,0.26,3.19,19.84,0.41,3.09,12.00
2024-07-31,0.62,Data N/A,2.17,1.64,3.97,0.30,3.21,20.13,0.59,3.34,12.76
2024-08-01,0.67,Data N/A,2.17,1.47,3.08,0.21,3.92,17.51,0.48,5.93,13.00
2024-08-02,0.53,Data N/A,1.92,1.57,3.07,0.30,3.52,17.89,0.61,5.76,13.08
2024-08-03,0.62,Data N/A,1.92,1.36,3.13,0.42,2.54,18.51,0.37,3.90,12.69
2024-08-04,0.61,Data N/A,1.92,1.87,0.47,0.33,1.23,15.11,0.00,4.82,12.86
2024-08-05,0.73,Data N/A,1.92,2.58,0.57,0.38,1.60,18.00,2.02,6.57,13.00
2024-08-06,0.61,Data N/A,1.92,2.78,0.61,0.37,1.75,17.90,2.10,6.89,12.99
2024-08-07,0.65,Data N/A,1.92,1.78,0.39,0.34,0.75,16.87,3.19,8.23,13.06
2024-08-08,0.56,Data N/A,1.92,1.90,0.43,0.33,1.37,17.56,2.26,8.58,12.96
2024-08-09,0.60,Data N/A,1.92,2.74,0.61,0.36,2.05,15.90,2.22,8.28,12.98
2024-08-10,0.68,Data N/A,1.92,2.47,0.55,0.38,2.69,15.40,3.15,5.29,12.96
2024-08-11,0.46,Data N/A,1.92,2.04,0.46,0.34,1.32,14.18,2.23,4.98,12.99
2024-08-12,0.73,Data N/A,1.92,2.93,0.73,0.42,0.33,15.17,3.15,8.96,13.01
2024-08-13,0.62,Data N/A,1.92,3.40,0.22,0.35,0.52,13.59,3.09,9.81,13.69
2024-08-14,0.64,Data N/A,1.92,2.92,0.18,0.20,2.26,11.75,1.08,6.86,19.62
2024-08-15,0.71,Data N/A,1.92,2.62,0.16,0.22,3.39,11.61,0.61,6.56,19.43
2024-08-16,0.61,Data N/A,1.92,2.67,0.16,0.16,2.72,13.79,0.00,5.95,19.58
2024-08-17,0.58,Data N/A,1.92,4.19,0.25,0.21,4.67,13.93,0.00,0.31,17.78
2024-08-18,0.67,Data N/A,1.92,4.32,1.02,0.23,3.71,12.34,0.00,0.03,15.12
2024-08-19,0.53,Data N/A,1.92,3.65,0.87,0.23,3.93,12.54,0.00,0.01,14.84
2024-08-20,0.61,Data N/A,1.92,3.71,0.88,0.20,3.35,13.40,0.00,2.40,18.28
2024-08-21,0.47,Data N/A,1.92,4.36,1.04,0.23,3.84,12.18,0.00,2.43,18.88
2024-08-22,0.54,Data N/A,1.92,4.01,0.24,0.22,3.22,13.96,0.00,2.49,18.10
2024-08-23,0.61,Data N/A,1.92,3.34,0.20,0.35,3.87,13.41,0.00,3.24,19.43
2024-08-24,0.30,Data N/A,1.92,2.90,0.18,0.27,4.36,13.20,0.00,1.02,19.36
2024-08-25,0.30,Data N/A,1.92,2.59,0.16,0.28,4.73,11.03,0.00,0.01,17.86
2024-08-26,0.33,Data N/A,1.92,2.20,0.13,0.30,4.74,13.18,0.86,2.63,19.65
2024-08-27,0.34,Data N/A,1.92,1.97,0.47,0.18,4.54,12.96,2.09,3.29,19.39
2024-08-28,0.30,Data N/A,1.92,2.07,0.50,0.21,4.03,12.98,1.95,5.02,19.55
2024-08-29,0.30,Data N/A,1.92,1.96,0.52,0.19,4.55,11.20,1.06,7.01,19.59
2024-08-30,0.30,Data N/A,1.92,2.60,0.69,0.29,5.04,10.43,0.79,6.65,19.53
2024-08-31,0.30,Data N/A,1.92,3.04,0.81,0.35,5.00,10.48,0.00,3.30,18.67
2024-09-01,0.30,Data N/A,2.14,3.87,1.12,0.36,4.51,10.35,0.00,0.03,17.37
2024-09-02,0.30,Data N/A,2.14,4.08,1.18,0.36,3.56,13.64,0.82,2.20,18.87
2024-09-03,0.30,Data N/A,2.14,4.05,1.10,0.32,4.80,13.30,0.00,2.77,19.34
2024-09-04,0.30,Data N/A,2.14,4.07,1.12,0.31,4.10,14.17,0.00,2.47,19.48
2024-09-05,0.30,Data N/A,2.14,3.72,1.02,0.23,3.01,14.55,0.00,3.28,19.41
2024-09-06,0.30,Data N/A,2.14,3.41,0.97,0.22,4.32,13.88,0.00,3.69,19.58
2024-09-07,0.29,Data N/A,2.14,3.13,0.89,0.22,4.64,12.26,0.00,2.57,19.62
2024-09-08,0.30,Data N/A,2.14,3.38,0.91,0.22,5.06,11.17,0.00,0.23,17.50
2024-09-09,0.30,Data N/A,2.14,3.37,0.91,0.30,5.20,13.35,0.00,2.43,19.58
2024-09-10,0.30,Data N/A,2.14,3.64,0.98,0.33,5.24,14.87,0.00,1.64,18.56
2024-09-11,0.30,Data N/A,2.14,3.54,0.21,0.30,4.87,16.66,0.00,1.22,18.03
2024-09-12,0.30,Data N/A,2.14,3.42,0.21,0.34,4.21,16.09,0.00,1.76,18.08
2024-09-13,0.30,Data N/A,2.14,2.84,0.17,0.36,4.46,15.76,0.77,2.97,18.14
2024-09-14,0.30,Data N/A,2.14,2.80,0.68,0.33,4.56,16.64,3.55,3.05,11.89
2024-09-15,0.25,Data N/A,2.14,2.49,0.60,0.37,4.07,13.93,1.78,1.98,12.76
2024-09-16,0.30,Data N/A,2.14,2.59,0.63,0.27,4.11,14.45,1.91,2.04,12.51
2024-09-17,0.30,Data N/A,2.14,2.59,0.16,0.29,3.53,12.51,0.94,1.68,14.73
2024-09-18,0.30,Data N/A,2.14,2.23,0.13,0.34,3.74,14.34,1.54,2.67,19.11
2024-09-19,0.30,Data N/A,2.14,2.05,0.63,0.24,4.71,14.24,2.16,1.38,19.44
2024-09-20,0.30,Data N/A,2.14,2.00,0.12,0.16,4.61,14.93,0.00,3.59,19.52
2024-09-21,0.29,Data N/A,2.14,1.94,0.52,0.16,4.07,10.73,0.00,1.39,16.18
2024-09-22,0.30,Data N/A,2.14,1.79,0.48,0.21,3.68,10.86,0.00,1.06,14.98
2024-09-23,0.30,Data N/A,2.14,1.75,0.11,0.19,4.95,12.29,2.80,2.32,16.36
2024-09-24,0.30,Data N/A,2.14,1.93,0.12,0.23,5.01,10.97,6.61,2.55,17.60
2024-09-25,0.30,Data N/A,2.14,2.52,0.80,0.34,4.90,10.49,6.35,1.58,19.51
2024-09-26,0.30,Data N/A,2.14,2.28,0.14,0.36,3.23,13.25,4.10,3.49,19.56
2024-09-27,0.30,Data N/A,2.14,3.13,0.19,0.30,0.94,13.64,6.35,3.08,19.44
2024-09-28,0.30,Data N/A,2.14,2.78,0.77,0.31,0.37,11.48,4.86,2.62,19.36
2024-09-29,0.30,Data N/A,2.14,2.65,0.73,0.31,0.96,13.85,3.28,2.85,12.80
2024-09-30,0.30,Data N/A,2.14,2.58,0.16,0.34,0.35,14.78,6.02,6.29,12.99
2024-10-01,0.30,Data N/A,2.42,2.21,0.13,0.33,0.52,13.35,6.56,7.04,13.07
2024-10-02,0.30,Data N/A,2.42,2.01,0.12,0.34,2.62,12.33,6.48,7.51,13.08
2024-10-03,0.30,Data N/A,2.42,1.74,0.10,0.30,3.91,11.93,6.41,7.82,13.00
2024-10-04,0.77,Data N/A,2.42,1.53,0.09,0.34,3.58,12.26,6.35,7.70,12.71
2024-10-05,0.70,Data N/A,2.42,1.42,0.54,0.30,1.93,11.78,6.31,7.48,13.00
2024-10-06,0.30,Data N/A,2.42,1.52,0.09,0.30,1.11,11.96,3.10,6.81,12.76
2024-10-07,0.30,Data N/A,2.42,1.79,0.11,0.26,1.39,12.16,6.10,7.66,13.03
2024-10-08,0.65,Data N/A,2.42,2.20,0.13,0.20,1.20,12.82,5.08,6.83,13.00
2024-10-09,0.63,Data N/A,2.42,1.77,0.11,0.12,0.99,12.45,6.55,7.74,12.98
2024-10-10,0.64,Data N/A,2.42,2.53,0.15,0.17,1.21,13.08,5.77,7.37,13.14
2024-10-11,0.55,Data N/A,2.42,3.56,0.21,0.17,1.95,13.50,2.25,6.33,13.11
2024-10-12,0.57,Data N/A,2.42,3.72,0.22,0.15,2.15,13.19,0.89,3.98,12.71
2024-10-13,0.56,Data N/A,2.42,3.73,0.22,0.18,1.04,12.24,1.16,3.53,12.62
2024-10-14,0.54,Data N/A,2.42,3.92,0.24,0.13,0.91,14.55,3.28,3.93,12.90
2024-10-15,0.60,Data N/A,2.42,3.94,0.24,0.16,1.30,13.53,3.69,3.77,13.00
2024-10-16,0.73,Data N/A,2.42,3.93,0.24,0.14,2.14,13.67,2.59,5.50,13.11
2024-10-17,0.71,Data N/A,2.42,3.47,1.60,0.13,3.25,12.42,0.00,4.34,11.96
2024-10-18,0.69,Data N/A,2.42,2.97,0.18,0.13,2.43,14.24,1.82,7.21,13.06
2024-10-19,0.68,Data N/A,2.42,2.66,0.16,0.14,2.41,12.50,3.13,6.73,13.01
2024-10-20,0.64,Data N/A,2.42,2.63,0.16,0.15,0.85,11.19,2.39,7.04,12.99
2024-10-21,0.52,Data N/A,2.42,2.76,0.17,0.20,0.55,15.02,4.17,7.16,12.99
2024-10-22,0.54,Data N/A,2.42,2.93,0.18,0.29,0.34,13.47,6.69,7.18,13.04
2024-10-23,0.57,Data N/A,2.42,2.83,0.17,0.28,0.55,12.22,6.59,7.42,12.91
2024-10-24,0.63,Data N/A,2.42,2.32,0.14,0.20,2.42,11.75,5.24,5.96,13.08
2024-10-25,0.68,Data N/A,2.42,2.71,0.16,0.17,2.34,11.93,5.97,6.59,13.06
2024-10-26,0.68,Data N/A,2.42,3.87,0.23,0.13,2.80,10.71,2.65,6.26,12.46
2024-10-27,0.74,Data N/A,2.42,3.49,0.21,0.16,2.90,10.54,0.70,5.05,12.12
2024-10-28,0.70,Data N/A,2.42,3.21,0.19,0.18,2.53,12.62,3.81,6.56,13.00
2024-10-29,0.73,Data N/A,2.42,3.03,0.78,0.20,1.94,12.57,6.20,6.45,13.02
2024-10-30,0.62,Data N/A,2.42,2.68,0.16,0.22,1.04,13.12,6.33,7.12,13.04
2024-10-31,0.67,Data N/A,2.42,2.96,0.18,0.35,0.29,11.20,6.53,7.28,12.99
2024-11-01,0.56,Data N/A,2.77,3.67,0.22,0.29,0.16,12.13,5.25,6.33,12.97
2024-11-02,0.64,Data N/A,2.77,5.15,0.31,0.37,0.18,17.07,0.00,3.65,12.34
2024-11-03,0.63,Data N/A,2.77,5.33,0.32,0.35,0.11,15.11,0.00,1.44,10.97
2024-11-04,0.61,Data N/A,2.77,5.60,0.34,0.34,0.15,16.03,3.42,2.74,13.10
2024-11-05,0.68,Data N/A,2.77,6.07,1.19,0.32,0.46,15.35,3.40,3.41,13.07
2024-11-06,0.72,Data N/A,2.77,5.48,1.08,0.49,0.54,15.81,1.32,5.67,13.00
2024-11-07,0.61,Data N/A,2.77,4.79,0.29,0.45,0.81,13.21,4.87,6.72,13.11
2024-11-08,0.54,Data N/A,2.77,4.93,0.30,0.53,1.09,12.69,5.66,6.69,13.08
2024-11-09,0.59,Data N/A,2.77,5.29,0.32,0.54,1.29,16.66,0.00,3.42,12.82
2024-11-10,0.72,Data N/A,2.77,4.70,0.28,0.55,1.89,12.72,0.00,4.05,11.67
2024-11-11,0.74,Data N/A,2.77,4.36,0.26,0.50,1.41,14.84,1.88,6.94,13.03
2024-11-12,0.68,Data N/A,2.77,4.75,0.29,0.37,0.48,12.87,6.56,6.82,13.01
2024-11-13,0.69,Data N/A,2.77,5.71,0.34,0.38,0.40,13.95,4.31,5.03,13.03
2024-11-14,0.58,Data N/A,2.77,5.68,0.34,0.46,0.17,15.33,0.00,1.68,11.95
2024-11-15,0.57,Data N/A,2.77,5.69,0.34,0.44,0.29,15.87,0.00,0.01,10.35
2024-11-16,0.63,Data N/A,2.77,5.77,0.35,0.46,0.39,18.33,0.00,0.57,9.72
2024-11-17,0.66,Data N/A,2.77,5.24,0.32,0.55,0.63,16.04,0.00,1.02,10.98
2024-11-18,0.66,Data N/A,2.77,4.63,0.28,0.52,0.99,17.12,1.10,5.21,13.01
2024-11-19,0.60,Data N/A,2.77,4.91,0.68,0.48,1.52,14.98,0.00,7.47,13.10
2024-11-20,0.58,Data N/A,2.77,5.64,0.78,0.51,0.71,16.58,0.00,6.95,12.98
2024-11-21,0.49,Data N/A,2.77,5.35,0.32,0.48,1.05,16.77,0.00,7.20,13.05
2024-11-22,0.56,Data N/A,2.77,5.16,0.31,0.54,2.07,14.27,0.00,6.76,13.03
2024-11-23,0.58,Data N/A,2.77,4.75,0.29,0.50,1.07,15.76,0.00,4.12,12.99
2024-11-24,0.45,Data N/A,2.77,4.97,0.30,0.49,1.22,14.81,0.00,2.65,11.64
2024-11-25,0.39,Data N/A,2.77,4.90,0.29,0.48,2.32,18.76,0.00,3.95,11.34
2024-11-26,0.36,Data N/A,2.77,4.99,0.30,0.35,3.05,21.62,0.00,2.01,10.68
2024-11-27,0.46,Data N/A,2.77,4.90,0.29,0.50,3.85,22.47,0.00,0.15,8.91
2024-11-28,0.52,Data N/A,2.77,5.07,0.30,0.43,3.00,22.69,0.00,0.22,8.48
2024-11-29,0.47,Data N/A,2.77,5.74,0.34,0.46,1.11,25.48,0.00,0.36,8.64
2024-11-30,0.48,Data N/A,2.77,5.98,0.36,0.51,1.67,24.23,0.00,0.00,7.99
2024-12-01,0.58,Data N/A,2.77,5.77,0.35,0.48,2.57,17.16,0.00,0.00,7.82
2024-12-02,0.65,Data N/A,2.82,5.33,0.32,0.50,3.27,22.82,0.00,0.61,8.57
2024-12-03,0.51,Data N/A,2.82,5.04,0.30,0.47,0.81,26.02,1.11,0.55,8.76
2024-12-04,0.57,Data N/A,2.82,4.73,0.28,0.48,0.18,27.32,1.31,0.69,9.04
2024-12-05,0.66,Data N/A,2.82,4.67,0.28,0.50,0.37,27.86,1.11,0.45,8.79
2024-12-06,0.55,Data N/A,2.82,4.47,0.68,0.56,0.94,26.98,1.66,0.60,8.94
2024-12-07,0.59,Data N/A,2.82,4.09,0.63,0.40,0.63,27.10,0.82,0.30,8.68
2024-12-08,0.53,Data N/A,2.82,3.91,0.24,0.30,0.66,23.46,0.00,0.33,8.18
2024-12-09,0.64,Data N/A,2.82,3.85,0.23,0.28,0.70,26.04,1.26,0.61,9.68
2024-12-10,0.58,Data N/A,2.82,3.72,0.22,0.31,1.41,26.12,1.32,0.70,10.25
2024-12-11,0.56,Data N/A,2.82,3.61,0.22,0.35,2.74,24.54,1.23,0.50,11.86
2024-12-12,0.48,Data N/A,2.82,3.57,0.21,0.34,1.06,25.00,1.88,1.43,12.16
2024-12-13,0.58,Data N/A,2.82,3.95,0.24,0.36,0.49,25.77,0.80,0.85,12.60
2024-12-14,0.52,Data N/A,2.82,4.80,0.62,0.33,0.83,21.66,0.00,0.11,9.76
2024-12-15,0.63,Data N/A,2.82,4.61,0.28,0.36,2.56,17.04,0.00,0.01,8.75
2024-12-16,0.41,Data N/A,2.76,4.22,0.83,0.35,2.79,25.08,0.80,0.65,9.46
2024-12-17,0.53,Data N/A,2.76,4.77,0.94,0.33,1.30,26.32,1.19,0.70,9.70
2024-12-18,0.58,Data N/A,2.76,4.10,0.81,0.29,0.36,26.64,1.22,0.73,10.39
2024-12-19,0.56,Data N/A,2.76,3.84,0.76,0.28,0.16,26.05,1.65,0.65,12.12
2024-12-20,0.63,Data N/A,2.76,3.92,0.24,0.32,0.72,25.45,1.52,0.57,12.05
2024-12-21,0.53,Data N/A,2.76,4.39,0.67,0.32,0.14,24.44,2.20,0.68,10.77
2024-12-22,0.62,Data N/A,2.76,4.46,0.27,0.32,0.78,20.58,0.00,0.15,11.28
